,m,n,r
364,"(_392:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e40\u0e14\u0e19\u0e34\u0e21,\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22\u0e2b\u0e22\u0e32\u0e1a\u0e21,\u0e1c\u0e49\u0e32\u0e22\u0e35\u0e19\u0e2a\u0e4c'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_392)
365,"(_393:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e22\u0e37\u0e14\u0e2a\u0e2d\u0e07\u0e2b\u0e19\u0e49\u0e32,\u0e1c\u0e49\u0e32\u0e40\u0e23\u0e35\u0e22\u0e1a,\u0e1c\u0e49\u0e32\u0e44\u0e21\u0e42\u0e04\u0e23\u0e40\u0e23\u0e35\u0e22\u0e1a'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_393)
366,"(_406:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e43\u0e22\u0e44\u0e1c\u0e48'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_406)
367,"(_407:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e40\u0e04\u0e23\u0e1b'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_407)
368,"(_408:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e14\u0e4a\u0e2d\u0e1a\u0e1a\u0e35\u0e49'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_408)
369,"(_409:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e15\u0e32\u0e02\u0e48\u0e32\u0e22'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_409)
370,"(_410:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e19\u0e35\u0e42\u0e2d\u0e1e\u0e23\u0e35\u0e19,\u0e1c\u0e49\u0e32\u0e19\u0e35\u0e42\u0e2d\u0e40\u0e1e\u0e23\u0e19'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_410)
371,"(_411:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Organza'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_411)
372,"(_404:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e40\u0e1f\u0e2d\u0e23\u0e4c,\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e2a\u0e31\u0e15\u0e27\u0e4c', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e44\u0e2b\u0e21Faux'})","(_380:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e40\u0e1f\u0e2d\u0e23\u0e4c,\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e2a\u0e31\u0e15\u0e27\u0e4c', Type: '\u0e1c\u0e49\u0e32'})",(_380)-[:patten/material {}]->(_404)
373,"(_368:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e40\u0e1f\u0e2d\u0e23\u0e4c,\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e2a\u0e31\u0e15\u0e27\u0e4c', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e27\u0e39\u0e25Faux'})","(_380:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e40\u0e1f\u0e2d\u0e23\u0e4c,\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e2a\u0e31\u0e15\u0e27\u0e4c', Type: '\u0e1c\u0e49\u0e32'})",(_380)-[:patten/material {}]->(_368)
374,"(_367:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e40\u0e1f\u0e2d\u0e23\u0e4c,\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e2a\u0e31\u0e15\u0e27\u0e4c', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e2b\u0e19\u0e31\u0e07Faux'})","(_380:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e40\u0e1f\u0e2d\u0e23\u0e4c,\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e2a\u0e31\u0e15\u0e27\u0e4c', Type: '\u0e1c\u0e49\u0e32'})",(_380)-[:patten/material {}]->(_367)
375,"(_338:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e40\u0e1f\u0e2d\u0e23\u0e4c,\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e2a\u0e31\u0e15\u0e27\u0e4c', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e2b\u0e19\u0e31\u0e07\u0e01\u0e25\u0e31\u0e1a'})","(_380:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e40\u0e1f\u0e2d\u0e23\u0e4c,\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e2a\u0e31\u0e15\u0e27\u0e4c', Type: '\u0e1c\u0e49\u0e32'})",(_380)-[:patten/material {}]->(_338)
376,"(_337:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e40\u0e1f\u0e2d\u0e23\u0e4c,\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e2a\u0e31\u0e15\u0e27\u0e4c', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e02\u0e19Faux'})","(_380:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e40\u0e1f\u0e2d\u0e23\u0e4c,\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e2a\u0e31\u0e15\u0e27\u0e4c', Type: '\u0e1c\u0e49\u0e32'})",(_380)-[:patten/material {}]->(_337)
377,"(_389:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e40\u0e23\u0e22\u0e2d\u0e19', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e40\u0e23\u0e22\u0e2d\u0e19\u0e1c\u0e2a\u0e21'})","(_381:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e40\u0e23\u0e22\u0e2d\u0e19', Type: '\u0e1c\u0e49\u0e32'})",(_381)-[:patten/material {}]->(_389)
378,"(_401:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e14\u0e32\u0e27'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_401)
379,"(_400:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e18\u0e07'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_400)
380,"(_399:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e43\u0e1a\u0e44\u0e21\u0e49'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_399)
381,"(_398:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e19\u0e2d\u0e23\u0e4c\u0e14\u0e34\u0e01'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_398)
382,"(_397:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e25\u0e39\u0e01\u0e19\u0e49\u0e33,\u0e25\u0e32\u0e22\u0e40\u0e1e\u0e2a\u0e25\u0e35\u0e22\u0e4c,\u0e25\u0e32\u0e22\u0e42\u0e1a\u0e40\u0e17\u0e18\u0e4c'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_397)
383,"(_387:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22Brocade'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_387)
384,"(_386:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e01\u0e23\u0e32\u0e1f\u0e1f\u0e34\u0e01'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_386)
385,"(_385:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e0b\u0e34\u0e01\u0e41\u0e0b\u0e01'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_385)
386,"(_384:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e2e\u0e32\u0e27\u0e2a\u0e4c\u0e17\u0e39\u0e18,\u0e25\u0e32\u0e22\u0e1f\u0e31\u0e19\u0e2a\u0e38\u0e19\u0e31\u0e02'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_384)
387,"(_383:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e15\u0e23\u0e07,\u0e25\u0e32\u0e22\u0e17\u0e32\u0e07\u0e22\u0e32\u0e27,\u0e25\u0e32\u0e22\u0e17\u0e32\u0e07'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_383)
388,"(_382:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e15\u0e31\u0e27\u0e2b\u0e19\u0e31\u0e07\u0e2a\u0e37\u0e2d,\u0e25\u0e32\u0e22\u0e15\u0e31\u0e27\u0e2d\u0e31\u0e01\u0e29\u0e23'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_382)
389,"(_363:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e2a\u0e31\u0e15\u0e27\u0e4c'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_363)
390,"(_362:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e1e\u0e37\u0e49\u0e19\u0e40\u0e21\u0e37\u0e2d\u0e07'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_362)
391,"(_361:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e21\u0e31\u0e14\u0e22\u0e49\u0e2d\u0e21'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_361)
392,"(_360:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e08\u0e38\u0e14,\u0e25\u0e32\u0e22\u0e42\u0e1e\u0e25\u0e01\u0e49\u0e32\u0e14\u0e2d\u0e17'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_360)
393,"(_359:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e2b\u0e19\u0e31\u0e07\u0e2a\u0e31\u0e15\u0e27\u0e4c'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_359)
394,"(_334:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22Solid'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_334)
395,"(_333:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e40\u0e23\u0e02\u0e32\u0e04\u0e13\u0e34\u0e15'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_333)
396,"(_327:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e44\u0e17\u0e22'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_327)
397,"(_326:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e01\u0e32\u0e07\u0e40\u0e02\u0e19,\u0e25\u0e32\u0e22\u0e1a\u0e27\u0e01'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_326)
398,"(_325:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e40\u0e23\u0e01\u0e40\u0e01\u0e49'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_325)
399,"(_324:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e04\u0e31\u0e49\u0e07'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_324)
400,"(_320:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e2a\u0e01\u0e47\u0e2d\u0e15,\u0e25\u0e32\u0e22\u0e15\u0e32\u0e23\u0e32\u0e07\u0e17\u0e32\u0e23\u0e4c\u0e17\u0e31\u0e19'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_320)
401,"(_316:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e14\u0e2d\u0e01'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_316)
402,"(_260:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e25\u0e39\u0e01\u0e44\u0e21\u0e49'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_260)
403,"(_247:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e44\u0e21\u0e48\u0e21\u0e35\u0e25\u0e32\u0e22'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_247)
404,"(_226:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e1e\u0e23\u0e32\u0e07'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_226)
405,"(_225:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e21\u0e31\u0e14\u0e2b\u0e21\u0e35\u0e48'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_225)
406,"(_224:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e2d\u0e32\u0e23\u0e4c\u0e01\u0e32\u0e22\u0e25\u0e4c'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_224)
407,"(_223:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e01\u0e34\u0e07\u0e41\u0e2e\u0e21,\u0e25\u0e32\u0e22\u0e27\u0e34\u0e0a\u0e0a\u0e35\u0e48,\u0e25\u0e32\u0e22\u0e15\u0e32\u0e23\u0e32\u0e07\u0e01\u0e34\u0e07\u0e41\u0e2e\u0e21'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_223)
408,"(_172:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22Quatrefoil'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_172)
409,"(_171:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e01\u0e49\u0e32\u0e07\u0e1b\u0e25\u0e32,\u0e25\u0e32\u0e22\u0e40\u0e2e\u0e2d\u0e23\u0e4c\u0e23\u0e34\u0e48\u0e07\u0e42\u0e1a\u0e19'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_171)
410,"(_170:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e02\u0e27\u0e32\u0e07'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_170)
411,"(_169:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e17\u0e32\u0e07,\u0e25\u0e32\u0e22\u0e17\u0e32\u0e07\u0e01\u0e31\u0e19\u0e2a\u0e32\u0e14,\u0e25\u0e32\u0e22\u0e2a\u0e44\u0e15\u0e23\u0e1b\u0e4c'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_169)
412,"(_168:Subpattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Subpattern_Entity: '\u0e25\u0e32\u0e22\u0e2b\u0e21\u0e32\u0e01\u0e23\u0e38\u0e01,\u0e25\u0e32\u0e22\u0e15\u0e32\u0e23\u0e32\u0e07'})","(_396:Pattern_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_396)-[:patten/material {}]->(_168)
